train_date,model,is_best,mae,r2,direction_accuracy,spearman,rows
2026-05-07 14:39,Ridge,True,1.3891254375149162,-0.013950114602867237,0.4733777038269551,0.013381790148347061,7217
2026-05-07 14:39,RandomForest,False,1.3899053174482954,-0.013986005155654669,0.48502495840266224,-0.01637457059969445,7217
2026-05-07 14:56,Ridge,True,1.3891254562967008,-0.01395011823823098,0.4733777038269551,0.01337237255626802,7217
2026-05-07 14:56,RandomForest,False,1.3898661436539197,-0.013989486304369159,0.4841930116472546,-0.01653338323015858,7217
2026-05-07 23:03,Ridge,False,1.3928791883493292,-0.018045780340290606,0.481135225375626,0.011782309858881155,7190
2026-05-07 23:03,RandomForest,True,1.385993785869168,-0.012661073175665383,0.47896494156928215,-0.02655948508044052,7190
2026-05-07 23:11,Ridge,False,1.3928791737539614,-0.01804578087560833,0.481135225375626,0.011782309858881155,7190
2026-05-07 23:11,RandomForest,True,1.3860132577835056,-0.012629784072321404,0.4787979966611019,-0.026562887053832984,7190
2026-05-07 23:32,Ridge,False,1.392879203249834,-0.018045776471532448,0.481135225375626,0.011782309858881155,7190
2026-05-07 23:32,RandomForest,True,1.3859929056835114,-0.012622291076584923,0.47896494156928215,-0.026595923138794435,7190
2026-05-08 02:07,Ridge,False,1.3928792034034156,-0.018045786017601075,0.481135225375626,0.011782309858881155,7190
2026-05-08 02:07,RandomForest,True,1.386038896546147,-0.012696369998771061,0.4782971619365609,-0.026959446561283483,7190
2026-05-08 02:14,Ridge,False,1.3928792162285244,-0.018045775638782135,0.481135225375626,0.011782309858881155,7190
2026-05-08 02:14,RandomForest,True,1.3860442299842948,-0.012747073557832866,0.4782971619365609,-0.027209205264451464,7190
2026-05-08 14:25,Ridge,False,1.3926400616710677,-0.01814544760139438,0.48202154101077055,-0.00869264687611036,7246
2026-05-08 14:25,RandomForest,True,1.3857851188347416,-0.013137659149035663,0.47671913835956925,-0.028431850846697332,7246
2026-05-08 15:13,Ridge,False,1.392640074539293,-0.018145453378514274,0.48202154101077055,-0.00869264687611036,7246
2026-05-08 15:13,RandomForest,True,1.3857470460511863,-0.013060464974269426,0.47671913835956925,-0.028349140426637887,7246
2026-05-15 15:42,Ridge,True,1.4082839270084002,-0.011972193056289248,0.4845849802371542,-0.05069356141886476,7590
2026-05-15 15:42,RandomForest,False,1.413778733317614,-0.014678900714953303,0.4722529644268775,0.020019089828235737,7590
2026-05-22 16:08,Ridge,True,1.3886888817150158,-0.007951226401529787,0.490443942814146,0.046454776444517905,7974
2026-05-22 16:08,RandomForest,False,1.3946995418876156,-0.012094560305155188,0.4890895410082769,0.052832994540576585,7974
2026-05-29 17:01,Ridge,True,1.3908050058127996,-0.00814152977126914,0.4882438316400581,0.001452531898405493,8271
2026-05-29 17:01,RandomForest,False,1.3973669122774195,-0.012326961424627903,0.488388969521045,-0.005380827164680441,8271
2026-06-05 16:18,Ridge,False,1.709184413955662,-0.8904840804839246,0.4799446749654218,0.03687729436201117,8681
2026-06-05 16:18,RandomForest,True,1.3898022767929077,-0.016884529472871092,0.4813278008298756,0.024094975404065175,8681
2026-06-12 16:36,Ridge,False,1.5496540497910425,-0.3228900991593184,0.4877239548772396,-0.04366192367319578,9046
2026-06-12 16:36,RandomForest,True,1.3926023054440222,-0.006757677514500226,0.49635036496350365,-0.062389069681065834,9046
2026-06-14 16:42,Ridge,False,1.5501304644037686,-0.36214239977477936,0.4858659588586596,-0.03294905656935509,9046
2026-06-14 16:42,RandomForest,True,1.3817295770289628,-0.008436530744301817,0.49727936297279357,-0.06830369395452711,9046
2026-06-14 23:17,Ridge,False,1.5501304305735348,-0.36214236023871627,0.4858659588586596,-0.03294905656935509,9046
2026-06-14 23:17,RandomForest,True,1.381740012208366,-0.008458756287185043,0.4971466489714665,-0.0682327989393082,9046
2026-06-19 16:25,Ridge,False,1.5619794638558546,-0.3694708265566308,0.48560460652591164,-0.01534160938508708,9381
2026-06-19 16:25,RandomForest,True,1.3736067587607372,-0.009919598110415961,0.4870121561100448,0.03657687008399031,9381
