date,ticker,S_recency,S_breadth,S_volume,S_events,pos,neg,total,smart_score,S_breadth_raw,S_volume_raw
2025-06-24,SAIL.NS,72.83125241609521,100.0,15.578695776747404,50.0,2,0,2,66.83,,
2025-06-24,SJVN.NS,50.62613327056169,50.0,0.0,25.0,0,0,1,39.03,,
2025-06-24,SPICEJET.NS,69.9786196772847,80.0,42.210652111626295,80.0,4,1,5,71.71,,
2025-06-24,SUNTV.NS,62.08179144934503,71.15384615384616,100.0,47.11538461538461,17,6,26,63.95,,
2025-06-24,TATAELXSI.NS,78.18606782738794,100.0,42.210652111626295,50.0,5,0,5,71.9,,
2025-06-24,TATATECH.NS,35.8597063568382,50.0,35.20553130088989,50.0,2,2,4,42.16,,
2025-06-24,VEDL.NS,76.5434545714692,50.0,35.20553130088989,50.0,2,2,4,60.47,,
2025-06-25,ADANIENSOL.NS,58.23732707858086,100.0,0.0,50.0,1,0,1,58.71,,
2025-06-25,BANSALWIRE.NS,38.40436210416595,50.0,26.631956334878904,50.0,1,1,3,42.45,,
2025-06-25,BEL.NS,48.80987631457698,40.0,42.210652111626295,38.0,2,3,5,43.69,,
2025-06-25,BHEL.NS,31.40672081947327,0.0,0.0,50.0,0,1,1,26.63,,
2025-06-25,COALINDIA.NS,34.93351711237738,50.0,15.578695776747404,50.0,1,1,2,39.78,,
2025-06-25,GOLDBEES.NS,75.39007158621045,100.0,26.631956334878904,50.0,3,0,3,69.09,,
2025-06-25,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-25,HDFCBANK.NS,28.210734489313115,25.0,15.578695776747404,15.000000000000002,0,1,2,23.0,,
2025-06-25,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-25,INDUSINDBK.NS,45.917379529476165,50.0,15.578695776747404,35.0,1,1,2,40.97,,
2025-06-25,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-25,IOB.NS,33.343052409544214,50.0,15.578695776747404,35.0,1,1,2,35.31,,
2025-06-25,IRFC.NS,79.96356269439462,75.0,35.20553130088989,50.0,3,1,4,67.0,,
2025-06-25,ITC.NS,76.79961114990711,100.0,15.578695776747404,65.0,2,0,2,72.37,,
2025-06-25,JIOFIN.NS,32.96370322489656,66.66666666666666,26.631956334878904,40.0,2,1,3,40.83,,
2025-06-25,MMTC.NS,57.96195730566978,100.0,0.0,50.0,1,0,1,58.58,,
2025-06-25,NATCOPHARM.NS,65.78441668673624,91.66666666666669,48.13339736586658,50.0,5,0,6,65.25,,
2025-06-25,NBCC.NS,31.84583461177353,25.0,35.20553130088989,28.75,1,3,4,30.04,,
2025-06-25,NESTLEIND.NS,79.83610830175876,100.0,15.578695776747404,50.0,2,0,2,69.98,,
2025-06-25,NHPC.NS,33.24970835252719,50.0,35.20553130088989,42.5,2,2,4,39.11,,
2025-06-25,NIFTYBEES.NS,84.38411394691468,100.0,0.0,25.0,1,0,1,64.22,,
2025-06-25,ONGC.NS,48.33773404884785,53.84615384615385,74.76535370074546,37.30769230769231,6,5,13,49.32,,
2025-06-25,PNB.NS,80.6685921706556,100.0,42.210652111626295,56.00000000000001,5,0,5,74.52,,
2025-06-25,RELIANCE.NS,57.67865464493899,66.66666666666666,48.13339736586658,61.66666666666667,3,1,6,59.52,,
2025-06-25,SAIL.NS,72.83125241609521,100.0,15.578695776747404,50.0,2,0,2,66.83,,
2025-06-25,SJVN.NS,77.32228504389875,75.0,15.578695776747404,37.5,1,0,2,60.73,,
2025-06-25,SPICEJET.NS,32.8408723618892,66.66666666666666,48.13339736586658,23.33333333333333,4,2,6,38.76,,
2025-06-25,SUNTV.NS,62.08179144934503,71.15384615384616,100.0,47.11538461538461,17,6,26,63.95,,
2025-06-25,TATAELXSI.NS,78.84349236602498,100.0,35.20553130088989,50.0,4,0,4,71.5,,
2025-06-25,TATATECH.NS,35.8597063568382,50.0,35.20553130088989,50.0,2,2,4,42.16,,
2025-06-25,VEDL.NS,83.28174607843025,66.66666666666666,48.13339736586658,50.0,4,2,6,68.12,,
2025-06-26,ADANIENSOL.NS,58.23732707858086,100.0,0.0,50.0,1,0,1,58.71,,
2025-06-26,BANSALWIRE.NS,38.40436210416595,50.0,26.631956334878904,50.0,1,1,3,42.45,,
2025-06-26,BEL.NS,48.80987631457698,40.0,42.210652111626295,38.0,2,3,5,43.69,,
2025-06-26,BHEL.NS,56.944641188690326,33.333333333333336,26.631956334878904,50.0,1,2,3,47.45,,
2025-06-26,COALINDIA.NS,67.45008877712647,66.66666666666666,26.631956334878904,61.66666666666667,2,1,3,61.77,,
2025-06-26,GOLDBEES.NS,75.39007158621044,100.0,26.631956334878904,50.0,3,0,3,69.09,,
2025-06-26,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-26,HDFCBANK.NS,28.91726959034177,0.0,15.578695776747404,17.500000000000004,0,2,2,18.95,,
2025-06-26,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-26,INDUSINDBK.NS,45.917379529476165,50.0,15.578695776747404,35.0,1,1,2,40.97,,
2025-06-26,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-26,IOB.NS,33.343052409544214,50.0,15.578695776747404,35.0,1,1,2,35.31,,
2025-06-26,IRFC.NS,79.96356269439461,75.0,35.20553130088989,50.0,3,1,4,67.0,,
2025-06-26,ITC.NS,76.79961114990711,100.0,15.578695776747404,65.0,2,0,2,72.37,,
2025-06-26,JIOFIN.NS,32.963703224896555,66.66666666666666,26.631956334878904,40.0,2,1,3,40.83,,
2025-06-26,MMTC.NS,57.96195730566978,100.0,0.0,50.0,1,0,1,58.58,,
2025-06-26,NATCOPHARM.NS,65.78441668673624,91.66666666666669,48.13339736586658,50.0,5,0,6,65.25,,
2025-06-26,NBCC.NS,31.71301089774157,33.333333333333336,26.631956334878904,33.333333333333336,1,2,3,31.93,,
2025-06-26,NESTLEIND.NS,79.83610830175876,100.0,15.578695776747404,50.0,2,0,2,69.98,,
2025-06-26,NHPC.NS,33.2497083525272,50.0,35.20553130088989,42.5,2,2,4,39.11,,
2025-06-26,NIFTYBEES.NS,84.38411394691468,100.0,0.0,25.0,1,0,1,64.22,,
2025-06-26,ONGC.NS,57.491965555349154,57.14285714285714,77.41618341251618,61.78571428571429,7,5,14,60.49,,
2025-06-26,PNB.NS,80.6685921706556,100.0,42.210652111626295,56.00000000000001,5,0,5,74.52,,
2025-06-26,RELIANCE.NS,56.716814191011,62.5,57.7893478883737,63.125,4,2,8,59.58,,
2025-06-26,SAIL.NS,72.83125241609521,100.0,15.578695776747404,50.0,2,0,2,66.83,,
2025-06-26,SJVN.NS,77.32228504389875,75.0,15.578695776747404,37.5,1,0,2,60.73,,
2025-06-26,SPICEJET.NS,32.398178574129666,60.0,42.210652111626295,25.0,3,2,5,37.05,,
2025-06-26,SUNTV.NS,62.08179144934503,71.15384615384616,100.0,47.11538461538461,17,6,26,63.95,,
2025-06-26,TATAELXSI.NS,78.84349236602499,100.0,35.20553130088989,50.0,4,0,4,71.5,,
2025-06-26,TATATECH.NS,32.67931094540491,33.333333333333336,26.631956334878904,50.0,1,2,3,36.54,,
2025-06-26,UPL.NS,23.015697896480564,0.0,0.0,50.0,0,1,1,22.86,,
2025-06-26,VEDL.NS,83.28174607843025,66.66666666666666,48.13339736586658,50.0,4,2,6,68.12,,
2025-06-27,ADANIENSOL.NS,58.23732707858086,100.0,0.0,50.0,1,0,1,58.71,,
2025-06-27,BANSALWIRE.NS,38.40436210416595,50.0,27.023815442731973,50.0,1,1,3,42.48,,
2025-06-27,BEL.NS,48.99838121163845,50.0,35.72354086479836,43.75,2,2,4,46.56,,
2025-06-27,BHEL.NS,68.7803235370118,50.0,35.72354086479836,50.0,2,2,4,57.02,,
2025-06-27,COALINDIA.NS,67.45008877712647,66.66666666666666,27.023815442731973,61.66666666666667,2,1,3,61.8,,
2025-06-27,GOLDBEES.NS,75.39007158621045,100.0,27.023815442731973,50.0,3,0,3,69.13,,
2025-06-27,HCLTECH.NS,26.73652785873413,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-27,HDFCBANK.NS,28.91726959034177,0.0,15.8079186604075,17.500000000000004,0,2,2,18.97,,
2025-06-27,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-27,INDUSINDBK.NS,45.917379529476165,50.0,15.8079186604075,35.0,1,1,2,40.99,,
2025-06-27,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-27,IOB.NS,19.992773234844208,0.0,0.0,20.0,0,1,1,14.0,,
2025-06-27,IRFC.NS,84.49915383639444,75.0,35.72354086479836,50.0,3,1,4,69.1,,
2025-06-27,JIOFIN.NS,53.019308643144456,66.66666666666666,48.841625853197925,55.00000000000001,4,2,6,55.83,,
2025-06-27,MMTC.NS,57.96195730566978,100.0,0.0,50.0,1,0,1,58.58,,
2025-06-27,NATCOPHARM.NS,65.6629052434718,90.0,42.83173410313946,50.0,4,0,5,64.33,,
2025-06-27,NBCC.NS,31.71301089774158,33.333333333333336,27.023815442731973,33.333333333333336,1,2,3,31.97,,
2025-06-27,NESTLEIND.NS,54.12907151991274,71.42857142857143,54.04763088546394,63.57142857142857,5,2,7,59.94,,
2025-06-27,NHPC.NS,51.32070256612299,50.0,48.841625853197925,59.16666666666666,3,3,6,52.77,,
2025-06-27,ONGC.NS,57.46428446910341,55.55555555555556,62.747356307530346,58.333333333333336,4,3,9,57.83,,
2025-06-27,PNB.NS,80.6685921706556,100.0,42.83173410313946,56.00000000000001,5,0,5,74.58,,
2025-06-27,RELIANCE.NS,53.86610223556371,56.25,58.63965276354697,58.75,3,2,8,56.04,,
2025-06-27,SAIL.NS,72.83125241609521,100.0,15.8079186604075,50.0,2,0,2,66.85,,
2025-06-27,SJVN.NS,77.98443347215652,100.0,0.0,50.0,1,0,1,67.59,,
2025-06-27,SPICEJET.NS,31.23152029255357,50.0,15.8079186604075,40.0,1,1,2,35.63,,
2025-06-27,SUNTV.NS,62.11508544800224,70.0,100.0,45.6,16,6,25,63.35,,
2025-06-27,TATAELXSI.NS,78.84349236602499,100.0,35.72354086479836,50.0,4,0,4,71.55,,
2025-06-27,TATASTEEL.NS,26.208511770248418,0.0,0.0,50.0,0,1,1,24.29,,
2025-06-27,TATATECH.NS,26.61040288329125,0.0,15.8079186604075,50.0,0,2,2,26.06,,
2025-06-27,UPL.NS,61.51130393301317,50.0,15.8079186604075,50.0,1,1,2,51.76,,
2025-06-27,VEDL.NS,83.59344365044522,80.0,42.83173410313946,50.0,4,1,5,70.4,,
2025-06-27,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-06-28,ADANIENSOL.NS,38.79720647867151,50.0,26.631956334878904,50.0,1,1,3,42.62,,
2025-06-28,BANSALWIRE.NS,38.40436210416595,50.0,26.631956334878904,50.0,1,1,3,42.45,,
2025-06-28,BEL.NS,48.99838121163845,50.0,35.20553130088989,43.75,2,2,4,46.51,,
2025-06-28,BHEL.NS,53.59756715902514,40.0,42.210652111626295,55.00000000000001,2,3,5,50.09,,
2025-06-28,COALINDIA.NS,67.45008877712648,66.66666666666666,26.631956334878904,61.66666666666667,2,1,3,61.77,,
2025-06-28,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-06-28,GOLDBEES.NS,75.39007158621045,100.0,26.631956334878904,50.0,3,0,3,69.09,,
2025-06-28,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-28,HDFCBANK.NS,28.91726959034177,0.0,15.578695776747404,17.500000000000004,0,2,2,18.95,,
2025-06-28,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-28,INDUSINDBK.NS,45.917379529476165,50.0,15.578695776747404,35.0,1,1,2,40.97,,
2025-06-28,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-28,IRFC.NS,84.77937317011384,66.66666666666666,26.631956334878904,50.0,2,1,3,66.65,,
2025-06-28,JIOFIN.NS,53.50748410778535,55.55555555555556,61.8374876357688,50.55555555555556,5,4,9,54.01,,
2025-06-28,MMTC.NS,57.96195730566978,100.0,0.0,50.0,1,0,1,58.58,,
2025-06-28,NATCOPHARM.NS,65.3517835915337,100.0,26.631956334878904,50.0,3,0,3,64.57,,
2025-06-28,NBCC.NS,31.464501641586008,50.0,15.578695776747404,37.5,1,1,2,35.09,,
2025-06-28,NESTLEIND.NS,54.12907151991274,71.42857142857143,53.263912669757794,63.57142857142857,5,2,7,59.86,,
2025-06-28,NHPC.NS,51.14979490107926,40.0,42.210652111626295,55.00000000000001,2,3,5,48.99,,
2025-06-28,NMDC.NS,74.80440616607666,100.0,0.0,50.0,1,0,1,66.16,,
2025-06-28,ONGC.NS,57.47205412092524,50.0,57.7893478883737,58.12500000000001,3,3,8,56.17,,
2025-06-28,PNB.NS,27.21100364859177,71.42857142857143,53.263912669757794,45.71428571428572,5,2,7,43.29,,
2025-06-28,RELIANCE.NS,53.89726246377637,57.14285714285714,53.263912669757794,55.00000000000001,3,2,7,54.76,,
2025-06-28,SAIL.NS,84.87906480841754,100.0,26.631956334878904,61.66666666666667,3,0,3,76.28,,
2025-06-28,SJVN.NS,77.98443347215652,100.0,0.0,50.0,1,0,1,67.59,,
2025-06-28,SPICEJET.NS,31.231520292553576,50.0,15.578695776747404,40.0,1,1,2,35.61,,
2025-06-28,SUNTV.NS,64.67268179791401,71.15384615384616,100.0,45.76923076923077,17,6,26,64.78,,
2025-06-28,TATAELXSI.NS,78.84349236602498,100.0,35.20553130088989,50.0,4,0,4,71.5,,
2025-06-28,TATASTEEL.NS,24.240539008383365,0.0,15.578695776747404,50.0,0,2,2,24.97,,
2025-06-28,TATATECH.NS,26.610402883291247,0.0,15.578695776747404,50.0,0,2,2,26.03,,
2025-06-28,UPL.NS,61.51130393301317,50.0,15.578695776747404,50.0,1,1,2,51.74,,
2025-06-28,VEDL.NS,51.25861400356483,66.66666666666666,48.13339736586658,50.0,4,2,6,53.71,,
2025-06-28,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-06-29,ADANIENSOL.NS,38.64533053648472,25.0,15.578695776747404,50.0,0,1,2,36.45,,
2025-06-29,BANSALWIRE.NS,38.40436210416595,50.0,26.631956334878904,50.0,1,1,3,42.45,,
2025-06-29,BEL.NS,48.99838121163845,50.0,35.20553130088989,43.75,2,2,4,46.51,,
2025-06-29,BHEL.NS,53.59756715902514,40.0,42.210652111626295,55.00000000000001,2,3,5,50.09,,
2025-06-29,COALINDIA.NS,67.45008877712648,66.66666666666666,26.631956334878904,61.66666666666667,2,1,3,61.77,,
2025-06-29,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-06-29,GOLDBEES.NS,75.39007158621044,100.0,26.631956334878904,50.0,3,0,3,69.09,,
2025-06-29,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-29,HDFCBANK.NS,28.91726959034177,0.0,15.578695776747404,17.500000000000004,0,2,2,18.95,,
2025-06-29,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-29,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-29,IRFC.NS,85.91851558361749,100.0,15.578695776747404,50.0,2,0,2,72.72,,
2025-06-29,JIOFIN.NS,53.40808724642123,50.0,57.7893478883737,46.875,4,4,8,51.53,,
2025-06-29,NATCOPHARM.NS,65.3517835915337,100.0,26.631956334878904,50.0,3,0,3,64.57,,
2025-06-29,NBCC.NS,28.806034306049348,0.0,0.0,25.0,0,1,1,19.21,,
2025-06-29,NESTLEIND.NS,54.12907151991274,71.42857142857143,53.263912669757794,63.57142857142857,5,2,7,59.86,,
2025-06-29,NHPC.NS,51.12625858684557,25.0,35.20553130088989,56.25,1,3,4,45.59,,
2025-06-29,NMDC.NS,74.80440616607666,100.0,0.0,50.0,1,0,1,66.16,,
2025-06-29,ONGC.NS,57.45820973111061,50.0,48.13339736586658,56.66666666666666,2,2,6,54.84,,
2025-06-29,PNB.NS,26.48102412475868,60.0,42.210652111626295,50.0,3,2,5,40.64,,
2025-06-29,RELIANCE.NS,53.897497751702126,50.0,48.13339736586658,55.833333333333336,2,2,6,53.03,,
2025-06-29,SAIL.NS,85.14093558116778,100.0,15.578695776747404,67.5,2,0,2,76.75,,
2025-06-29,SJVN.NS,77.98443347215652,100.0,0.0,50.0,1,0,1,67.59,,
2025-06-29,SPICEJET.NS,31.23152029255357,50.0,15.578695776747404,40.0,1,1,2,35.61,,
2025-06-29,SUNTV.NS,64.67268179791401,71.15384615384616,100.0,45.76923076923077,17,6,26,64.78,,
2025-06-29,TATAELXSI.NS,78.61745216528575,100.0,26.631956334878904,50.0,3,0,3,70.54,,
2025-06-29,TATASTEEL.NS,24.24053900838337,0.0,15.578695776747404,50.0,0,2,2,24.97,,
2025-06-29,TATATECH.NS,26.61040288329125,0.0,15.578695776747404,50.0,0,2,2,26.03,,
2025-06-29,UPL.NS,61.51130393301317,50.0,15.578695776747404,50.0,1,1,2,51.74,,
2025-06-29,VEDL.NS,51.52064752621938,80.0,42.210652111626295,50.0,4,1,5,55.91,,
2025-06-29,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-06-30,ADANIENSOL.NS,38.64533053648472,25.0,16.90920836734384,50.0,0,1,2,36.58,,
2025-06-30,BANSALWIRE.NS,38.40436210416595,50.0,28.906482631788784,50.0,1,1,3,42.67,,
2025-06-30,BEL.NS,48.99838121163845,50.0,38.21229151533517,43.75,2,2,4,46.81,,
2025-06-30,BHEL.NS,53.59756715902514,40.0,45.81569099913261,55.00000000000001,2,3,5,50.45,,
2025-06-30,BLS.NS,75.53216397762299,100.0,0.0,50.0,1,0,1,66.49,,
2025-06-30,COALINDIA.NS,67.45008877712648,66.66666666666666,28.906482631788784,61.66666666666667,2,1,3,61.99,,
2025-06-30,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-06-30,GOLDBEES.NS,69.74379794120789,100.0,0.0,50.0,1,0,1,63.88,,
2025-06-30,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-06-30,HDFCBANK.NS,28.91726959034177,0.0,16.90920836734384,17.500000000000004,0,2,2,19.08,,
2025-06-30,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-06-30,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-06-30,IRFC.NS,85.91851558361748,100.0,16.90920836734384,50.0,2,0,2,72.85,,
2025-06-30,JIOFIN.NS,53.22318650008051,42.85714285714286,57.81296526357755,46.42857142857143,3,4,7,49.91,,
2025-06-30,NATCOPHARM.NS,65.3517835915337,100.0,28.906482631788784,50.0,3,0,3,64.8,,
2025-06-30,NBCC.NS,28.806034306049348,0.0,0.0,25.0,0,1,1,19.21,,
2025-06-30,NESTLEIND.NS,54.12907151991274,71.42857142857143,57.81296526357755,63.57142857142857,5,2,7,60.32,,
2025-06-30,NHPC.NS,51.12625858684557,25.0,38.21229151533517,56.25,1,3,4,45.89,,
2025-06-30,NMDC.NS,39.835787978017656,50.0,16.90920836734384,50.0,1,1,2,42.12,,
2025-06-30,ONGC.NS,57.45820973111061,50.0,52.244273663936106,56.66666666666666,2,2,6,55.25,,
2025-06-30,PNB.NS,25.117134377097084,33.333333333333336,28.906482631788784,50.0,1,2,3,33.36,,
2025-06-30,RELIANCE.NS,53.95517754312038,50.0,45.81569099913261,56.99999999999999,2,2,5,53.11,,
2025-06-30,SAIL.NS,85.36613547182084,100.0,0.0,85.0,1,0,1,79.66,,
2025-06-30,SJVN.NS,77.98443347215652,100.0,0.0,50.0,1,0,1,67.59,,
2025-06-30,SPICEJET.NS,25.81266546487808,0.0,0.0,40.0,0,1,1,21.62,,
2025-06-30,SUNTV.NS,64.77479950850108,66.66666666666666,100.0,46.42857142857143,13,6,21,64.09,,
2025-06-30,TATASTEEL.NS,24.240539008383365,0.0,16.90920836734384,50.0,0,2,2,25.1,,
2025-06-30,UPL.NS,61.51130393301317,50.0,16.90920836734384,50.0,1,1,2,51.87,,
2025-06-30,VEDL.NS,51.52064752621938,80.0,45.81569099913261,50.0,4,1,5,56.27,,
2025-06-30,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-07-01,ADANIENSOL.NS,38.64533053648472,25.0,22.62943855309169,50.0,0,1,2,37.15,,
2025-07-01,BANSALWIRE.NS,32.41669799121924,25.0,22.62943855309169,50.0,0,1,2,34.35,,
2025-07-01,BEL.NS,48.99838121163845,50.0,51.13915944693856,43.75,2,2,4,48.1,,
2025-07-01,BHEL.NS,47.59897990708159,40.0,95.1438025871231,34.0,4,6,10,47.43,,
2025-07-01,BLS.NS,75.53216397762299,100.0,0.0,50.0,1,0,1,66.49,,
2025-07-01,COALINDIA.NS,67.45008877712647,66.66666666666666,38.68528072345416,61.66666666666667,2,1,3,62.97,,
2025-07-01,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-07-01,HCLTECH.NS,26.73652785873414,0.0,0.0,50.0,0,1,1,24.53,,
2025-07-01,HDFCBANK.NS,28.91726959034177,0.0,22.62943855309169,17.500000000000004,0,2,2,19.65,,
2025-07-01,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-07-01,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-07-01,IRFC.NS,64.38016076490408,100.0,38.68528072345416,50.0,3,0,3,65.34,,
2025-07-01,JIOFIN.NS,48.97130158856427,50.0,100.0,52.27272727272727,5,5,11,55.11,,
2025-07-01,NATCOPHARM.NS,26.41129592990875,0.0,0.0,50.0,0,1,1,24.39,,
2025-07-01,NBCC.NS,28.806034306049348,0.0,0.0,25.0,0,1,1,19.21,,
2025-07-01,NESTLEIND.NS,53.486395600366585,60.0,61.31471927654584,69.0,3,2,5,59.45,,
2025-07-01,NHPC.NS,51.12625858684559,25.0,51.13915944693856,56.25,1,3,4,47.18,,
2025-07-01,NMDC.NS,39.835787978017656,50.0,22.62943855309169,50.0,1,1,2,42.69,,
2025-07-01,ONGC.NS,57.45820973111061,50.0,69.91803252671504,56.66666666666666,2,2,6,57.01,,
2025-07-01,PNB.NS,23.99743236994744,0.0,22.62943855309169,50.0,0,2,2,25.56,,
2025-07-01,RELIANCE.NS,61.4461073900769,58.333333333333336,69.91803252671504,55.833333333333336,3,2,6,60.27,,
2025-07-01,SAIL.NS,85.36613547182084,100.0,0.0,85.0,1,0,1,79.66,,
2025-07-01,SJVN.NS,35.870134773282444,50.0,22.62943855309169,50.0,1,1,2,40.9,,
2025-07-01,SPICEJET.NS,25.81266546487808,0.0,0.0,40.0,0,1,1,21.62,,
2025-07-01,SUNTV.NS,68.51248296445746,100.0,38.68528072345416,50.0,3,0,3,67.2,,
2025-07-01,TATASTEEL.NS,75.88595134010822,50.0,51.13915944693856,50.0,2,2,4,61.76,,
2025-07-01,UPL.NS,61.51130393301317,50.0,22.62943855309169,50.0,1,1,2,52.44,,
2025-07-01,VEDL.NS,50.83225120643704,75.0,51.13915944693856,50.0,3,1,4,55.49,,
2025-07-01,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-07-02,ADANIENSOL.NS,52.945519139952125,50.0,38.68528072345416,50.0,1,1,3,50.19,,
2025-07-02,BANSALWIRE.NS,32.41669799121923,25.0,22.62943855309169,50.0,0,1,2,34.35,,
2025-07-02,BEL.NS,43.4900856146677,50.0,69.91803252671504,41.66666666666667,3,3,6,46.98,,
2025-07-02,BHEL.NS,47.59897990708159,40.0,95.1438025871231,34.0,4,6,10,47.43,,
2025-07-02,BLS.NS,75.53216397762299,100.0,0.0,50.0,1,0,1,66.49,,
2025-07-02,COALINDIA.NS,66.04486605888718,50.0,22.62943855309169,67.5,1,1,2,58.86,,
2025-07-02,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-07-02,HCLTECH.NS,81.08335271415932,50.0,22.62943855309169,50.0,1,1,2,61.25,,
2025-07-02,HDFCBANK.NS,28.91726959034177,0.0,22.62943855309169,17.500000000000004,0,2,2,19.65,,
2025-07-02,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
2025-07-02,INFY.NS,82.9177295589447,100.0,0.0,50.0,1,0,1,69.81,,
2025-07-02,IOB.NS,22.35424934101105,0.0,0.0,50.0,0,1,1,22.56,,
2025-07-02,IRFC.NS,64.38016076490408,100.0,38.68528072345416,50.0,3,0,3,65.34,,
2025-07-02,JIOFIN.NS,48.97130158856427,50.0,100.0,52.27272727272727,5,5,11,55.11,,
2025-07-02,NATCOPHARM.NS,26.41129592990875,0.0,0.0,50.0,0,1,1,24.39,,
2025-07-02,NBCC.NS,48.65555244221677,25.0,22.62943855309169,37.5,0,1,2,38.53,,
2025-07-02,NESTLEIND.NS,53.486395600366585,60.0,61.31471927654584,69.0,3,2,5,59.45,,
2025-07-02,NHPC.NS,75.05424218529765,40.0,61.31471927654584,55.00000000000001,2,3,5,61.66,,
2025-07-02,NMDC.NS,54.70622471992763,66.66666666666666,38.68528072345416,60.0,2,1,3,56.82,,
2025-07-02,ONGC.NS,57.45820973111061,50.0,69.91803252671504,56.66666666666666,2,2,6,57.01,,
2025-07-02,PNB.NS,69.68236108563794,33.333333333333336,38.68528072345416,50.0,1,2,3,54.39,,
2025-07-02,RELIANCE.NS,43.70849689228316,50.0,77.3705614469083,45.0,3,3,7,48.66,,
2025-07-02,SAIL.NS,85.36613547182084,100.0,0.0,85.0,1,0,1,79.66,,
2025-07-02,SJVN.NS,65.9601298782531,66.66666666666666,38.68528072345416,50.0,2,1,3,59.38,,
2025-07-02,SPICEJET.NS,25.81266546487808,0.0,0.0,40.0,0,1,1,21.62,,
2025-07-02,SUNTV.NS,67.78683021227963,100.0,22.62943855309169,50.0,2,0,2,65.27,,
2025-07-02,TATASTEEL.NS,75.88595134010822,50.0,51.13915944693856,50.0,2,2,4,61.76,,
2025-07-02,UPL.NS,61.51130393301318,50.0,22.62943855309169,50.0,1,1,2,52.44,,
2025-07-02,VEDL.NS,50.83225120643704,75.0,51.13915944693856,50.0,3,1,4,55.49,,
2025-07-02,YESBANK.NS,85.04608879423141,100.0,0.0,80.0,1,0,1,78.27,,
2025-07-03,ADANIENSOL.NS,52.945519139952125,50.0,38.68528072345416,50.0,1,1,3,50.19,,
2025-07-03,BANSALWIRE.NS,20.351332426071167,0.0,0.0,50.0,0,1,1,21.66,,
2025-07-03,BEL.NS,43.4900856146677,50.0,69.91803252671504,41.66666666666667,3,3,6,46.98,,
2025-07-03,BHEL.NS,47.59897990708159,40.0,95.1438025871231,34.0,4,6,10,47.43,,
2025-07-03,BLS.NS,75.53216397762299,100.0,0.0,50.0,1,0,1,66.49,,
2025-07-03,COALINDIA.NS,66.04486605888718,50.0,22.62943855309169,67.5,1,1,2,58.86,,
2025-07-03,EASEMYTRIP.NS,71.63556694984436,100.0,0.0,80.0,1,0,1,72.24,,
2025-07-03,HCLTECH.NS,81.08335271415932,50.0,22.62943855309169,50.0,1,1,2,61.25,,
2025-07-03,HDFCBANK.NS,28.91726959034177,0.0,22.62943855309169,17.500000000000004,0,2,2,19.65,,
2025-07-03,IEX.NS,79.15148563194275,100.0,0.0,50.0,1,0,1,68.12,,
