date,ticker,S_recency,S_breadth,S_volume,S_events,pos,neg,total,smart_score,S_breadth_raw,S_volume_raw
2025-05-13,NBCC.NS,25.079958280563364,0.0,0.0,50.0,0,1,1,23.79,,
2025-05-13,NHPC.NS,27.87651235103608,0.0,0.0,50.0,0,1,1,25.04,,
2025-05-13,NIFTYBEES.NS,49.18771054041386,50.0,0.0,50.0,0,0,1,44.63,,
2025-05-13,NMDC.NS,86.08676696062088,100.0,0.0,50.0,1,0,1,71.24,,
2025-05-13,ONGC.NS,85.68145686626434,100.0,0.0,50.0,1,0,1,71.06,,
2025-05-13,PNB.NS,75.5833846259814,83.33333333333333,100.0,66.66666666666666,10,2,12,77.35,,
2025-05-13,RELIANCE.NS,39.95376598347795,35.714285714285715,74.06201244057928,41.42857142857142,2,4,7,42.89,,
2025-05-13,SJVN.NS,48.33077691014608,33.333333333333336,37.03100622028965,41.66666666666667,1,2,3,42.54,,
2025-05-13,SPICEJET.NS,47.8306844657952,62.5,80.3545062259723,45.625,5,3,8,53.47,,
2025-05-13,TATAMOTORS.NS,78.77107599772806,100.0,37.03100622028965,50.0,3,0,3,71.65,,
2025-05-13,TATASTEEL.NS,71.45178262575467,83.33333333333333,37.03100622028965,73.33333333333333,2,0,3,70.86,,
2025-05-13,UPL.NS,43.3159585532776,57.14285714285714,74.06201244057928,40.0,4,3,7,48.33,,
2025-05-13,VEDL.NS,81.34062709462731,100.0,21.66175000284133,67.5,2,0,2,75.64,,
2025-05-13,YESBANK.NS,59.43599804245003,57.14285714285714,74.06201244057928,67.14285714285715,4,3,7,62.37,,
2025-05-14,BANSALWIRE.NS,48.13138464024704,50.0,35.62071871080222,58.333333333333336,1,1,3,49.8,,
